TOKEN		OUTPUT			CORRECT
ma			magha (1)			magha
broþir			broþir (0)			broþir
gipta			gipta (0)			gipta
utan			utan (0)			utan
sum			sum (0)			sum
þy at			þy at (0)			þy at
annar			annar (0)			annar
annar			annar (0)			annar
nu			nu (0)			nu
innan			innan (0)			innan
rikis			rike (1)			rike
sum			sum (0)			sum
nu			nu (0)			nu
annar			annar (0)			annar
sum			sum (0)			sum
fiuratighi			fiuratighi (0)			fiuratighi
fiughurtan			fiughurtan (0)			fiughurtan
manna			maþer (1)			maþer
han			han (1)			han
skulu			skula (1)			skula
sina			sin (0.5)			sin
haua			hava (1)			hava
i			i (0)			i
sum			sum (0)			sum
för			fyr (1)			fyr
skal			skula (1)			skula
bruþ			bruþ (0)			bruþ
til			til (0)			til
nu			nu (0)			nu
bruþ			bruþ (0)			bruþ
af			af (0)			af
sum			sum (0)			sum
nu			nu (0)			nu
sum			sum (0)			sum
han			han (1)			han
skal			skula (1)			skula
nu			nu (0)			nu
man			maþer (1)			maþer
iorþ			iorþ (0)			iorþ
dör			döia (1)			döia
barnlös			barnlös (0)			barnlös
siþan			siþan (0)			siþan
iorþ			iorþ (0)			iorþ
nu			nu (0)			nu
man			maþer (1)			maþer
iorþ			iorþ (0)			iorþ
siþan			siþan (0)			siþan
iorþ			iorþ (0)			iorþ
ma			magha (1)			magha
han			han (1)			han
utan			utan (0)			utan
hans			han (1)			han
nu			nu (0)			nu
man			maþer (1)			maþer
þöm			þän (1)			þän
skal			skula (1)			skula
borgha			borgha (0)			borgha
dör			döia (1)			döia
barnlös			barnlös (0)			barnlös
ma			magha (1)			magha
þem			þän (1)			þän
utan			utan (0)			utan
hans			han (1)			han
nu			nu (0)			nu
haua			hava (1)			hava
sina			sin (0.5)			sin
þaghar			þaghar (0)			þaghar
man			maþer (1)			maþer
þön			þän (1)			þän
koma			koma (0)			koma
baþin			baþir (1)			baþir
undir			undir (0)			undir
nu			nu (0)			nu
dela			dela (1)			dela
um			um (0)			um
hemfylghþ			hemfylghþ (0)			hemfylghþ
sum			sum (0)			sum
hin			hin (0)			hin
sum			sum (0)			sum
inne			inne (0)			inne
han			han (1)			han
ut			ut (0)			ut
mykit			mykil (1)			mykil
sum			sum (0)			sum
han			han (1)			han
af			af (0)			af
tolf			tolf (0)			tolf
nu			nu (0)			nu
han			han (1)			han
fangit			fa (1)			fa
sum			sum (0)			sum
nu			nu (0)			nu
hanum			han (1)			han
han			han (1)			han
af			af (0)			af
tolf			tolf (0)			tolf
nu			nu (0)			nu
dela			dela (1)			dela
um			um (0)			um
eghn			eghn (0)			eghn
hin			hin (0)			hin
sum			sum (0)			sum
gaf			giva (1)			giva
nu			nu (0)			nu
sum			sum (0)			sum
um			um (0)			um
þry			þrir (1)			þrir
han			han (1)			han
fiughurtan			fiughurtan (0)			fiughurtan
manna			maþer (1)			maþer
nu			nu (0)			nu
skal			skula (1)			skula
han			han (1)			han
ganga			ganga (0)			ganga
fiughurtan			fiughurtan (0)			fiughurtan
manna			maþer (1)			maþer
tak			taka (1)			taka
sum			sum (0)			sum
han			han (1)			han
sum			sum (0)			sum
han			han (1)			han
sum			sum (0)			sum
nu			nu (0)			nu
moþir			moþir (0)			moþir
af			af (0)			af
sinne			sin (0.6)			sin
i			i (0)			i
þaghar			þaghar (0)			þaghar
innan			innan (0)			innan
sum			sum (0)			sum
fik			fa (1)			fa
sinne			sin (0.6)			sin
husfru			husfru (0)			husfru
þy			þän (1)			þän
til			til (0)			til
han			han (1)			han
sum			sum (0)			sum
för			fyr (1)			fyr
nu			nu (0)			nu
eghn			eghn (0)			eghn
sina			sin (0.5)			sin
til			til (0)			til
taka			taka (0)			taka
sina			sin (0.5)			sin
taka			taka (0)			taka
þy at			þy at (0)			þy at
laghlika			laghlika (0)			laghlika
nu			nu (0)			nu
klanda			klanda (0)			klanda
broþir			broþir (0)			broþir
skal			skula (1)			skula
broþir			broþir (0)			broþir
þy at			þy at (0)			þy at
ma			magha (1)			magha
nu			nu (0)			nu
bonde			bonde (0)			bonde
köp			köp (0)			köp
sina			sin (0.5)			sin
köp			köp (0)			köp
þaghar			þaghar (0)			þaghar
dör			döia (1)			döia
köp			köp (0)			köp
will			vilia (1)			vilia
sinna			sin (0.5)			sin
ur			ur (0)			ur
köpa			köpa (0)			köpa
þön			þän (1)			þän
aghu			ägha (1)			ägha
barn			barn (0)			barn
saman			saman (0)			saman
ma			magha (1)			magha
eghn			eghn (0)			eghn
ur			ur (0)			ur
köpa			köpa (0)			köpa
utan			utan (0)			utan
nu			nu (0)			nu
aghu			ägha (1)			ägha
þön			þän (1)			þän
barn			barn (0)			barn
saman			saman (0)			saman
ma			magha (1)			magha
han			han (1)			han
eghn			eghn (0)			eghn
ur			ur (0)			ur
köpa			köpa (0)			köpa
til			til (0)			til
til			til (0)			til
þy at			þy at (0)			þy at
ma			magha (1)			magha
utan			utan (0)			utan
i			i (0)			i
lutum			luter (1)			luter
kan			kunna (1)			kunna
skal			skula (1)			skula
nu			nu (0)			nu
hans			han (1)			han
up			up (0)			up
nu			nu (0)			nu
skal			skula (1)			skula
nu			nu (0)			nu
kan			kunna (1)			kunna
agha			ägha (1)			ägha
skal			skula (1)			skula
han			han (1)			han
nu			nu (0)			nu
kan			kunna (1)			kunna
til			til (0)			til
hans			han (1)			han
nu			nu (0)			nu
buþ			buþ (0)			buþ
biþia			biþia (0)			biþia
hans			han (1)			han
nu			nu (0)			nu
til			til (0)			til
utan			utan (0)			utan
han			han (1)			han
ma			magha (1)			magha
han			han (1)			han
nu			nu (0)			nu
kan			kunna (1)			kunna
nu			nu (0)			nu
koma			koma (0)			koma
buþ			buþ (0)			buþ
biþia			biþia (0)			biþia
ma			magha (1)			magha
sina			sin (0.5)			sin
bonda			bonde (1)			bonde
sin			sin (0.6)			sin
laghlika			laghlika (0)			laghlika
nu			nu (0)			nu
ma			magha (1)			magha
sinna			sin (0.5)			sin
husfru			husfru (0)			husfru
iorþ			iorþ (0)			iorþ
utan			utan (0)			utan
þön			þän (1)			þän
sum			sum (0)			sum
nu			nu (0)			nu
han			han (1)			han
baþin			baþir (1)			baþir
siþan			siþan (0)			siþan
döt			döþer (1)			döþer
innan			innan (0)			innan
þry			þrir (1)			þrir
nu			nu (0)			nu
laghlika			laghlika (0)			laghlika
fal			fal (0)			fal
skal			skula (1)			skula
sum			sum (0)			sum
framleþis			framleþis (0)			framleþis
skils			skilia (1)			skilia
om			um (1)			um
iorþa köp			iorþa köp (0)			iorþa köp
nu			nu (0)			nu
þry			þrir (1)			þrir
siþan			siþan (0)			siþan
innan			innan (0)			innan
nat			nat (0)			nat
siþan			siþan (0)			siþan
han			han (1)			han
han			han (1)			han
han			han (1)			han
innan			innan (0)			innan
nat			nat (0)			nat
sum			sum (0)			sum
nu			nu (0)			nu
han			han (1)			han
innanrikis			innanrikis (0)			innanrikis
um			um (0)			um
þry			þrir (1)			þrir
utan			utan (0)			utan
siþan			siþan (0)			siþan
hin			hin (0)			hin
sum			sum (0)			sum
sum			sum (0)			sum
nu			nu (0)			nu
annar			annar (0)			annar
innan			innan (0)			innan
þry			þrir (1)			þrir
nu			nu (0)			nu
flere			flere (0)			flere
köp			köp (0)			köp
ma			magha (1)			magha
ganga			ganga (0)			ganga
sum			sum (0)			sum
amote			amote (0)			amote
han			han (1)			han
utan			utan (0)			utan
huar			hvar (1)			hvar
til			til (0)			til
sinna			sin (0.5)			sin
til			til (0)			til
iorþ			iorþ (0)			iorþ
sum			sum (0)			sum
gen			gen (0)			gen
til			til (0)			til
sum			sum (0)			sum
þem			þän (1)			þän
gen			gen (0)			gen
nu			nu (0)			nu
i			i (0)			i
hanum			han (1)			han
af			af (0)			af
nu			nu (0)			nu
til			til (0)			til
sum			sum (0)			sum
sum			sum (0)			sum
til			til (0)			til
all			alder (1)			alder
nu			nu (0)			nu
han			han (1)			han
skal			skula (1)			skula
ma			magha (1)			magha
amote			amote (0)			amote
ganga			ganga (0)			ganga
han			han (1)			han
amote			amote (0)			amote
han			han (1)			han
olagh			olagh (0)			olagh
nu			nu (0)			nu
han			han (1)			han
til			til (0)			til
siþan			siþan (0)			siþan
iorþ			iorþ (0)			iorþ
til			til (0)			til
þön			þän (1)			þän
sum			sum (0)			sum
man			maþer (1)			maþer
sum			sum (0)			sum
nu			nu (0)			nu
þaghar			þaghar (0)			þaghar
han			han (1)			han
ma			magha (1)			magha
ganga			ganga (0)			ganga
nu			nu (0)			nu
kona			kona (0)			kona
iorþ			iorþ (0)			iorþ
siþan			siþan (0)			siþan
sins			sin (1)			sin
köp			köp (0)			köp
sum			sum (0)			sum
nu			nu (0)			nu
kona			kona (0)			kona
barn			barn (0)			barn
sin			sin (0.6)			sin
bonda			bonde (1)			bonde
sins			sin (1)			sin
skal			skula (1)			skula
sina			sin (0.5)			sin
först			fyrst (1)			fyrst
af			af (0)			af
taka			taka (0)			taka
sina			sin (0.5)			sin
eghn			eghn (0)			eghn
sum			sum (0)			sum
han			han (1)			han
skal			skula (1)			skula
at lita			at lita (0)			at lita
fangit			fa (1)			fa
han			han (1)			han
öra			öre (1)			öre
nu			nu (0)			nu
fara			fara (1)			fara
i			i (0)			i
taka			taka (0)			taka
um			um (0)			um
siþan			siþan (0)			siþan
aghu			ägha (1)			ägha
gen			gen (0)			gen
all			alder (1)			alder
þön			þän (1)			þän
hanum			han (1)			han
þry			þrir (1)			þrir
siþan			siþan (0)			siþan
af			af (0)			af
lyti			luter (1)			luter
nu			nu (0)			nu
man			maþer (1)			maþer
skil			skilia (0.5)			skilia
hus			hus (0)			hus
þön			þän (1)			þän
sum			sum (0)			sum
iorþ			iorþ (0)			iorþ
standa			standa (0)			standa
skulu			skula (1)			skula
fylghia			fylghia (0)			fylghia
han			han (1)			han
nu			nu (0)			nu
skil			skilia (0.5)			skilia
undan			undan (0)			undan
skal			skula (1)			skula
tak			taka (1)			taka
sum			sum (0)			sum
nu			nu (0)			nu
skil			skilia (0.5)			skilia
þem			þän (1)			þän
skal			skula (1)			skula
af			af (0)			af
tolf			tolf (0)			tolf
til			til (0)			til
nu			nu (0)			nu
dör			döia (1)			döia
för			fyr (1)			fyr
nu			nu (0)			nu
köpa			köpa (0)			köpa
þön			þän (1)			þän
eghn			eghn (0)			eghn
þön			þän (1)			þän
boa			boa (0)			boa
saman			saman (0)			saman
sum			sum (0)			sum
oc			ok (1)			ok
alla			alder (1)			alder
for			for (0.5)			for
skal			skula (1)			skula
han			han (1)			han
haua			hava (1)			hava
hin			hin (0)			hin
baþin			baþir (1)			baþir
nöt			nöta (0.5)			nöta
sum			sum (0)			sum
luþa			luþa (0)			luþa
alla			alder (1)			alder
fiura			fiurir (1)			fiurir
saman			saman (0)			saman
til			til (0)			til
nu			nu (0)			nu
hion			hion (0)			hion
til			til (0)			til
gamul			gamal (1)			gamal
þe			þän (1)			þän
til			til (0)			til
haua			hava (1)			hava
baþin			baþir (1)			baþir
nöt			nöta (0.5)			nöta
baþin			baþir (1)			baþir
döt			döþer (1)			döþer
nu			nu (0)			nu
eghn			eghn (0)			eghn
alla			alder (1)			alder
eghn			eghn (0)			eghn
kan			kunna (1)			kunna
agha			ägha (1)			ägha
til			til (0)			til
ganga			ganga (0)			ganga
þön			þän (1)			þän
eghn			eghn (0)			eghn
til			til (0)			til
nu			nu (0)			nu
skal			skula (1)			skula
eghn			eghn (0)			eghn
sum			sum (0)			sum
han			han (1)			han
til			til (0)			til
sum			sum (0)			sum
han			han (1)			han
han			han (1)			han
skal			skula (1)			skula
han			han (1)			han
sina			sin (0.5)			sin
iorþ			iorþ (0)			iorþ
nu			nu (0)			nu
þriþia			þriþi (1)			þriþi
skal			skula (1)			skula
han			han (1)			han
til			til (0)			til
mykit			mykil (1)			mykil
sum			sum (0)			sum
han			han (1)			han
minna			minne (1)			minne
nu			nu (0)			nu
þöm			þän (1)			þän
skil			skilia (0.5)			skilia
skal			skula (1)			skula
han			han (1)			han
fiughurtan			fiughurtan (0)			fiughurtan
manna			maþer (1)			maþer
af			af (0)			af
innan			innan (0)			innan
þriþia			þriþi (1)			þriþi
sum			sum (0)			sum
han			han (1)			han
kan			kunna (1)			kunna
innan			innan (0)			innan
þriþia			þriþi (1)			þriþi
þem			þän (1)			þän
sum			sum (0)			sum
han			han (1)			han
tolf			tolf (0)			tolf
nu			nu (0)			nu
kan			kunna (1)			kunna
þön			þän (1)			þän
kona			kona (0)			kona
skal			skula (1)			skula
som			sum (1)			sum
þriþia			þriþi (1)			þriþi
siþan			siþan (0)			siþan
þriþia			þriþi (1)			þriþi
manne			maþer (1)			maþer
sum			sum (0)			sum
nu			nu (0)			nu
dör			döia (1)			döia
husfru			husfru (0)			husfru
iul			iul (0)			iul
þöm			þän (1)			þän
sum			sum (0)			sum
agha			ägha (1)			ägha
dör			döia (1)			döia
iul			iul (0)			iul
skal			skula (1)			skula
af			af (0)			af
eghn			eghn (0)			eghn
gift			gipt (1)			gipt
sinne			sin (0.6)			sin
han			han (1)			han
eghn			eghn (0)			eghn
atte			ägha (1)			ägha
nu			nu (0)			nu
kona			kona (0)			kona
bonda			bonde (1)			bonde
sinum			sin (0.5)			sin
afla			afla (0)			afla
barn			barn (0)			barn
saman			saman (0)			saman
nu			nu (0)			nu
dör			döia (1)			döia
hans			han (1)			han
barn			barn (0)			barn
han			han (1)			han
sinna			sin (0.5)			sin
skulu			skula (1)			skula
taka			taka (0)			taka
i			i (0)			i
haua			hava (1)			hava
aghu			ägha (1)			ägha
raþa			raþa (0)			raþa
ma			magha (1)			magha
eghn			eghn (0)			eghn
ur			ur (0)			ur
köpa			köpa (0)			köpa
utan			utan (0)			utan
gull			gul (1)			gul
iorþ			iorþ (0)			iorþ
hion			hion (0)			hion
diurs horn			diurs horn (0)			diurs horn
sum			sum (0)			sum
nu			nu (0)			nu
ganga			ganga (0)			ganga
þy at			þy at (0)			þy at
olagha			olagha (0)			olagha
köp			köp (0)			köp
nu			nu (0)			nu
kona			kona (0)			kona
aghu			ägha (1)			ägha
raþa			raþa (0)			raþa
nu			nu (0)			nu
sum			sum (0)			sum
skal			skula (1)			skula
kan			kunna (1)			kunna
for			for (0.5)			for
sea			sea (0)			sea
sum			sum (0)			sum
kan			kunna (1)			kunna
sea			sea (0)			sea
skulu			skula (1)			skula
til			til (0)			til
fara			fara (1)			fara
han			han (1)			han
gamal			gamal (0)			gamal
han			han (1)			han
han			han (1)			han
kan			kunna (1)			kunna
raþa			raþa (0)			raþa
sum			sum (0)			sum
kan			kunna (1)			kunna
af			af (0)			af
nu			nu (0)			nu
aghu			ägha (1)			ägha
um			um (0)			um
þön			þän (1)			þän
sum			sum (0)			sum
til			til (0)			til
nu			nu (0)			nu
flere			flere (0)			flere
siþan			siþan (0)			siþan
um			um (0)			um
all			alder (1)			alder
skulu			skula (1)			skula
sökia			sökia (0)			sökia
þem			þän (1)			þän
nu			nu (0)			nu
döia			döia (0)			döia
barn			barn (0)			barn
barn			barn (0)			barn
sin			sin (0.6)			sin
syni			son (1)			son
syni			son (1)			son
moþir			moþir (0)			moþir
sum			sum (0)			sum
son			son (1)			son
son			son (1)			son
moþir			moþir (0)			moþir
sum			sum (0)			sum
dottir			dottir (0)			dottir
nu			nu (0)			nu
aldrigh			aldrigh (0)			aldrigh
samkulla			samkulla (0)			samkulla
samkulla			samkulla (0)			samkulla
til			til (0)			til
moþur			moþir (1)			moþir
sinne			sin (0.6)			sin
all			alder (1)			alder
barn			barn (0)			barn
þön			þän (1)			þän
moþur			moþir (1)			moþir
sinne			sin (0.6)			sin
nu			nu (0)			nu
aldrigh			aldrigh (0)			aldrigh
kull			kulder (1)			kulder
annar			annar (0)			annar
nu			nu (0)			nu
siþan			siþan (0)			siþan
af			af (0)			af
af			af (0)			af
som			sum (1)			sum
samkulla			samkulla (0)			samkulla
nu			nu (0)			nu
bygt			byggia (1)			byggia
barn			barn (0)			barn
sin			sin (0.6)			sin
innan			innan (0)			innan
han			han (1)			han
af			af (0)			af
lyti			luter (1)			luter
sum			sum (0)			sum
hus			hus (0)			hus
bonde			bonde (0)			bonde
til			til (0)			til
husbonde			husbonde (0)			husbonde
nu			nu (0)			nu
kona			kona (0)			kona
barn			barn (0)			barn
bonda			bonde (1)			bonde
sinum			sin (0.5)			sin
nu			nu (0)			nu
dör			döia (1)			döia
han			han (1)			han
far			fa (0.333333)			fa
barn			barn (0)			barn
hanum			han (1)			han
dör			döia (1)			döia
han			han (1)			han
siþan			siþan (0)			siþan
sum			sum (0)			sum
af			af (0)			af
dottir			dottir (0)			dottir
sum			sum (0)			sum
atta			atta (0)			atta
syni			son (1)			son
sum			sum (0)			sum
eghn			eghn (0)			eghn
takin			taka (1)			taka
al			alder (1)			alder
nu			nu (0)			nu
bonde			bonde (0)			bonde
i			i (0)			i
sunum			son (1)			son
sinum			sin (0.5)			sin
nu			nu (0)			nu
dör			döia (1)			döia
af			af (0)			af
þem			þän (1)			þän
sinum			sin (0.5)			sin
sunum			son (1)			son
nu			nu (0)			nu
bonde			bonde (0)			bonde
gangin			ganga (1)			ganga
sin			sin (0.6)			sin
son			son (1)			son
sum			sum (0)			sum
siþan			siþan (0)			siþan
döia			döia (0)			döia
bonde			bonde (0)			bonde
synir			son (1)			son
hans			han (1)			han
nu			nu (0)			nu
bonde			bonde (0)			bonde
son			son (1)			son
sin			sin (0.6)			sin
til			til (0)			til
nu			nu (0)			nu
boa			boa (0)			boa
i			i (0)			i
saman			saman (0)			saman
af			af (0)			af
þem			þän (1)			þän
aghu			ägha (1)			ägha
haua			hava (1)			hava
þre			þrir (1)			þrir
nu			nu (0)			nu
gipta			gipta (0)			gipta
sina			sin (0.5)			sin
skal			skula (1)			skula
samkulla			samkulla (0)			samkulla
broþir			broþir (0)			broþir
utan			utan (0)			utan
uili			vilia (1)			vilia
nu			nu (0)			nu
man			maþer (1)			maþer
sin			sin (0.6)			sin
han			han (1)			han
nu			nu (0)			nu
man			maþer (1)			maþer
bonde			bonde (0)			bonde
sinne			sin (0.6)			sin
þön			þän (1)			þän
af			af (0)			af
þem			þän (1)			þän
haua			hava (1)			hava
nu			nu (0)			nu
man			maþer (1)			maþer
han			han (1)			han
siax			siäx (1)			siäx
öra			öre (1)			öre
nu			nu (0)			nu
fostre			fostre (0)			fostre
han			han (1)			han
fostre			fostre (0)			fostre
siax			siäx (1)			siäx
öra			öre (1)			öre
nu			nu (0)			nu
afla			afla (0)			afla
þön			þän (1)			þän
boa			boa (0)			boa
saman			saman (0)			saman
dör			döia (1)			döia
fostre			fostre (0)			fostre
han			han (1)			han
atte			ägha (1)			ägha
lyti			luter (1)			luter
af			af (0)			af
sina			sin (0.5)			sin
siax			siäx (1)			siäx
öra			öre (1)			öre
af			af (0)			af
gangin			ganga (1)			ganga
barn			barn (0)			barn
alf			alf (0)			alf
nu			nu (0)			nu
dö			döia (1)			döia
til			til (0)			til
af			af (0)			af
gangin			ganga (1)			ganga
barn			barn (0)			barn
alf			alf (0)			alf
þem			þän (1)			þän
nu			nu (0)			nu
man			maþer (1)			maþer
sina			sin (0.5)			sin
baþir			baþir (0)			baþir
sum			sum (0)			sum
aghu			ägha (1)			ägha
til			til (0)			til
öra			öre (1)			öre
höghinde			höghinde (0)			höghinde
nu			nu (0)			nu
þön			þän (1)			þän
nu			nu (0)			nu
döia			döia (0)			döia
þön			þän (1)			þän
hin			hin (0)			hin
sum			sum (0)			sum
atte			ägha (1)			ägha
af			af (0)			af
af			af (0)			af
hin			hin (0)			hin
sum			sum (0)			sum
atte			ägha (1)			ägha
lyti			luter (1)			luter
af			af (0)			af
nu			nu (0)			nu
fostre			fostre (0)			fostre
i			i (0)			i
i			i (0)			i
hanum			han (1)			han
siax			siäx (1)			siäx
tiughu			tiughu (0)			tiughu
nu			nu (0)			nu
til			til (0)			til
arf			arf (0)			arf
hans			han (1)			han
þön			þän (1)			þän
haua			hava (1)			hava
barn			barn (0)			barn
saman			saman (0)			saman
þy			þän (1)			þän
mat			magha (1)			magha
han			han (1)			han
i			i (0)			i
þöm			þän (1)			þän
tiughu			tiughu (0)			tiughu
nu			nu (0)			nu
man			maþer (1)			maþer
þem			þän (1)			þän
utan			utan (0)			utan
uili			vilia (1)			vilia
sum			sum (0)			sum
nu			nu (0)			nu
galin			galin (0)			galin
skal			skula (1)			skula
sum			sum (0)			sum
han			han (1)			han
han			han (1)			han
skal			skula (1)			skula
